pvm;pvm;;Omat sijoitukset ed. merk.;nordnet;OP osakkeet;TAPIOLA;S - sijoitus;osak-keet yht.;Kaikki Lainat;tulotili - visa ja jatkuva luotto;Tulotili;elatustili;tavoitetili;S - pankki;OP GOLD;Tilit yht;Tilit+ osakkeet yht;VISA;Jakuva luottotili;asuntolaina;asuntolaina (peruskorjaus);AUTOLAINA;ASUNTOLAINA yht;visa + OP GOLD + luottotili;lasten sijoitusrahastoon;;huom.;OsakeOstot;Myynti;Siirrto arvo-osuustilille;Siirto arvo-osuustililtä;Osinko;omaisuus - lainat;LAINALYHENNYS+KORKO KK;kulutus kuukaudessa;vuosikehitys %;vuosikehitys euroissa;kehitys 2017 asti;Tulotilin kk seu-ranta %;Tuohi-kortti;ASUNTOLAINA remontti;Tulotilin kuukausi seuranta;op osakekaupankäynti raha ei vielä tilillä;Isot hankinnat;OSINGOT nordnet;OSINGOT op;RAHASTOT;Autolaina tulotilillä;;;;;
06.02.25;06.02.25;to;1,82 %;18 755;5 292;0;1 243;25 290;25 776;104;1 592;43;228;155;1 488;2 018;27 308;0;0;10 455;4 880;8 953;15 335;1 488;7 620;;;;;;;;1 532;789,0;988,0;-25,1 %;-6 357;-97,22 %;-0,8 %;;;;;;;;;;;1192;840;816,8;
07.02.25;07.02.25;pe;-0,37 %;18 660;5 294;0;1 243;25 197;25 776;34;1 522;43;228;155;1 488;1 948;27 145;0;0;10 455;4 880;8 953;15 335;1 488;7 620;;Elisalle 70€ abirahaa;;;;;;1 369;789,0;1058,0;-25,6 %;-6 450;-97,94 %;3,7 %;;;;;;;;;;;1193;840;817,45;
10.02.25;10.02.25;MA;0,64 %;18 812;5 303;0;1 243;25 358;25 776;-286;1 202;43;228;155;1 488;1 628;26 986;0;0;10 455;4 880;8 953;15 335;1 488;7 620;;Vastike 265€;;;;;;1 210;789,0;1378,0;-24,8 %;-6 289;-96,69 %;23,9 %;;;;;;;;;;;1194;840;818,1;
11.02.25;11.02.25;ti;0,42 %;18 835;5 386;0;1 243;25 464;25 873;-383;1 202;43;228;155;1 585;1 628;27 092;0;0;10 455;4 880;8 953;15 335;1 585;7 620;;;;;;;;1 219;789,0;1378,0;-24,3 %;-6 183;-95,87 %;23,9 %;;;;;;;;;;;1195;840;818,75;
12.02.25;12.02.25;ke;-0,43 %;18 729;5 383;0;1 243;25 355;25 915;-425;1 202;43;228;155;1 627;1 628;26 983;0;0;10 455;4 880;8 953;15 335;1 627;7 620;;;;;;;;1 068;789,0;1378,0;-24,8 %;-6 292;-96,71 %;23,9 %;;;;;;;;;;;1196;840;819,4;
13.02.25;13.02.25;to;0,53 %;18 850;5 397;0;1 243;25 490;26 302;-812;1 202;43;228;155;2 014;1 628;27 118;0;0;10 455;4 880;8 953;15 335;2 014;7 620;;Elisalle lentolipput Puolaan 317€;;;;;;816;789,0;1378,0;-24,2 %;-6 157;-95,67 %;23,9 %;;;;;;;;;;;1197;840;820,05;
17.02.25;17.02.25;MA;1,10 %;18 984;5 543;0;1 243;25 770;26 302;-812;1 202;43;228;155;2 014;1 628;27 398;0;0;10 455;4 880;8 953;15 335;2 014;7 740;;;;;;;;1 096;789,0;1378,0;-22,8 %;-5 877;-93,54 %;23,9 %;;;;;;;;;;;1198;840;820,7;
18.02.25;18.02.25;ti;0,52 %;19 066;5 594;0;1 243;25 903;26 378;-1 395;695;43;228;155;2 090;1 121;27 024;0;0;10 455;4 880;8 953;15 335;2 090;7 740;;;;;;;;646;789,0;1885,0;-22,2 %;-5 744;-92,55 %;56,0 %;;;;;;;;;;;1199;840;821,35;
19.02.25;19.02.25;ke;-0,18 %;19 079;5 534;0;1 243;25 856;26 378;-1 460;630;43;228;155;2 090;1 056;26 912;0;0;10 455;4 880;8 953;15 335;2 090;7 740;;Maksoin Elisan fdo + kisa maksun yhteydessä ht65€. Annoin 20€ setelin kun lähti kirjastoon.;;;;;;534;789,0;1950,0;-22,4 %;-5 791;-92,90 %;60,1 %;;;;;;;;;;;1200;840;822;
20.02.25;20.02.25;to;-0,13 %;19 010;5 569;0;1 243;25 822;26 427;-1 509;630;43;228;155;2 139;1 056;26 878;0;0;10 455;4 880;8 953;15 335;2 139;7 740;;;;;;;;451;789,0;1950,0;-22,6 %;-5 825;-93,15 %;60,1 %;;;;;;;;;;;1201;840;822,65;
21.02.25;21.02.25;pe;0,43 %;19 026;5 665;0;1 243;25 934;26 447;-1 529;630;43;228;155;2 159;1 056;26 990;0;0;10 455;4 880;8 953;15 335;2 159;7 740;;Annoin Matleenalle 50€;;;;;;543;789,0;1950,0;-22,0 %;-5 713;-92,32 %;60,1 %;;;;;;;;;;;1202;840;823,3;
24.02.25;24.02.25;Monday;-0,22 %;18 959;5 662;0;1 255;25 876;26 560;-1 712;560;43;228;155;2 272;986;26 862;0;0;10 455;4 880;8 953;15 335;2 272;7 740;;;;;;;;302;789,0;2020,0;-22,3 %;-5 771;-92,75 %;64,6 %;;;;;;;;;;;1203;840;823,95;
25.02.25;26.02.25;Tuesday;0,59 %;19 006;5 767;0;1 255;26 028;26 611;-1 768;555;43;228;155;2 323;981;27 009;0;0;10 455;4 880;8 953;15 335;2 323;7 740;;;;;;;;398;789,0;2025,0;-21,6 %;-5 619;-91,62 %;64,9 %;;;;;;;;;;;1204;840;824,6;
26.02.25;26.02.25;Wednesday;1,28 %;19 254;5 852;0;1 255;26 361;26 611;-1 768;555;43;228;155;2 323;981;27 342;0;0;10 455;4 880;8 953;15 335;2 323;7 740;;;;;;;;731;789,0;2025,0;-20,1 %;-5 286;-89,20 %;64,9 %;;;;;;;;;;;1205;840;825,25;
27.02.25;27.02.25;Thursday;-1,06 %;19 064;5 763;0;1 255;26 082;26 611;-1 768;555;43;228;155;2 323;981;27 063;0;0;10 455;4 880;8 953;15 335;2 323;7 740;;;;;;;;452;789,0;2025,0;-21,3 %;-5 565;-91,23 %;64,9 %;;;;;;;;;;;1206;840;825,9;
28.02.25;28.02.25;Friday;0,33 %;19 130;5 783;0;1 255;26 168;26 611;-1 768;555;43;228;155;2 323;981;27 149;0;0;10 455;4 880;8 953;15 335;2 323;7 740;;;;;;;;538;789,0;2025,0;-20,9 %;-5 479;-90,60 %;64,9 %;;;;;;;;;;;1207;840;826,55;
03.03.25;03.03.25;Monday;0,41 %;19 140;5 879;0;1 255;26 274;24 507;953;1 172;43;228;155;219;1 598;27 872;0;0;10 455;4 880;8 953;15 335;219;7 740;;Visalasku 2238 €;;;;;;3 365;789,0;1408,0;-20,4 %;-5 373;-89,83 %;25,8 %;;;;;;;;;;;1208;840;827,2;
04.03.25;04.03.25;Tuesday;-3,12 %;18 531;5 669;0;1 255;25 455;24 507;953;1 172;43;228;155;219;1 598;27 053;0;0;10 455;4 880;8 953;15 335;219;7 740;;;;;;;;2 546;789,0;1408,0;-24,3 %;-6 192;-95,94 %;25,8 %;;;;;;;;;;;1209;840;827,85;
05.03.25;05.03.25;Wednesday;1,58 %;18 816;5 863;0;1 177;25 856;24 027;256;548;43;228;155;292;974;26 830;0;0;10 308;4 760;8 667;15 068;292;7 740;;;;;;;;2 803;789,0;2032,0;-22,4 %;-5 791;-92,90 %;65,3 %;;;;;;;;;;;1210;840;828,5;
06.03.25;06.03.25;Thursday;0,12 %;18 754;5 955;0;1 177;25 886;24 027;256;548;43;228;155;292;974;26 860;0;0;10 308;4 760;8 667;15 068;292;7 740;;Matleena osti Google pixel puhelimen, lupasin maksaa 200€ siihen. Kokonaishinta 700.;Isä soitti ja oli tilannut sairaala pastorin. Kiitin häntä soitosta.;;;;;2 833;789,0;2032,0;-22,3 %;-5 761;-92,68 %;65,3 %;;;;;;;;;;;1211;840;829,15;
07.03.25;07.03.25;Friday;0,21 %;18 721;6 042;0;1 177;25 940;24 220;35;520;43;228;155;485;946;26 886;0;0;10 308;4 760;8 667;15 068;485;7 740;;Isältä oli otettu hammas pois.;;;;;;2 666;789,0;2060,0;-22,0 %;-5 707;-92,27 %;67,1 %;;;;;;;;;;;1212;840;829,8;
10.03.25;10.03.25;Monday;-1,25 %;18 487;5 952;0;1 177;25 616;24 271;-372;164;43;228;155;536;590;26 206;0;0;10 308;4 760;8 667;15 068;536;7 740;;;;;;;;1 935;789,0;2416,0;-23,5 %;-6 031;-94,71 %;89,6 %;;;;;;;;;;;1213;840;830,45;
11.03.25;11.03.25;Tuesday;-0,75 %;18 339;5 909;0;1 177;25 425;24 319;-220;364;43;28;155;584;590;26 015;0;0;10 308;4 760;8 667;15 068;584;7 740;;Isä siirretään Ulvilan tervkesk.;;;;;;1 696;789,0;2416,0;-24,5 %;-6 222;-96,17 %;77,0 %;;;;;;;;;;;1214;840;831,1;
12.03.25;12.03.25;Wednesday;-0,19 %;18 322;5 877;0;1 177;25 376;24 319;-220;364;43;28;155;584;590;25 966;0;0;10 308;4 760;8 667;15 068;584;7 740;;;;;;;;1 647;789,0;2416,0;-24,7 %;-6 271;-96,55 %;77,0 %;;;;;;;;;;;1215;840;831,75;
13.03.25;13.03.25;Thursday;-1,23 %;18 018;5 868;0;1 177;25 063;24 339;-40;564;43;28;155;604;790;25 853;0;0;10 308;4 760;8 667;15 068;604;7 740;;;Nosto 200€ nordnetistä;;;;;1 514;789,0;2216,0;-26,3 %;-6 584;-99,00 %;64,3 %;;;;;;;;;;;1216;840;832,4;
14.03.25;14.03.25;Friday;1,25 %;18 244;5 955;0;1 177;25 376;24 349;100;714;43;28;25;614;810;26 186;0;0;10 308;4 760;8 667;15 068;614;7 740;;Ajoin isän parran, kun vierailin kaupungin sairaalassa.;Nosto s pankista 150€;;;;;1 837;789,0;2196,0;-24,7 %;-6 271;-96,55 %;54,8 %;;;;;;;;;;;1217;840;833,05;
16.03.25;16.03.25;Sunday;0,00 %;18 244;5 955;0;1 177;25 376;24 422;-373;314;108;28;25;687;475;25 851;0;0;10 308;4 760;8 667;15 068;687;7 740;;;;;;;;1 429;789,0;2531,0;-24,7 %;-6 271;-96,55 %;80,1 %;;;;;;;;;;;1218;840;833,7;
17.03.25;17.03.25;Monday;-0,18 %;18 221;5 932;0;1 177;25 330;24 491;-562;194;108;28;25;756;355;25 685;0;0;10 308;4 760;8 667;15 068;756;7 860;;;;;;;;1 194;789,0;2651,0;-24,9 %;-6 317;-96,90 %;87,7 %;;;;;;;;;;;1219;840;834,35;
18.03.25;18.03.25;Tuesday;0,04 %;18 226;5 998;0;1 116;25 340;24 491;-574;182;108;28;25;756;343;25 683;0;0;10 308;4 760;8 667;15 068;756;7 860;;;;;;;;1 192;789,0;2663,0;-24,9 %;-6 307;-96,83 %;88,5 %;;;;;;;;;;;1220;840;835;
19.03.25;19.03.25;Wednesday;-0,13 %;18 244;5 946;0;1 116;25 306;24 491;-574;182;108;28;25;756;343;25 649;0;0;10 308;4 760;8 667;15 068;756;7 860;;;;;;;;1 158;789,0;2663,0;-25,1 %;-6 341;-97,09 %;88,5 %;;;;;;;;;;;1221;840;835,65;
20.03.25;20.03.25;Thursday;-3,63 %;17 809;5 463;0;1 116;24 388;24 586;-685;166;108;28;25;851;327;24 715;0;0;10 308;4 760;8 667;15 068;851;7 860;;;;;;;;129;789,0;2679,0;-29,8 %;-7 259;-104,51 %;89,5 %;;;;;;;;;;;1222;840;836,3;
21.03.25;21.03.25;Friday;0,02 %;17 817;5 459;0;1 116;24 392;24 586;1 315;2 166;108;28;25;851;2 327;26 719;0;0;10 308;4 760;8 667;15 068;851;7 860;;Vanhemmat lahjoittivat 2000€. Jokainen lapsi puolisoineen saivat samaan summan.;;;;;;2 133;789,0;679,0;-29,7 %;-7 255;-104,48 %;-37,1 %;;;;;;;;;;;1223;840;836,95;
24.03.25;24.03.25;Monday;1,07 %;18 071;5 457;0;1 125;24 653;24 681;1 207;2 153;108;28;25;946;2 314;26 967;0;0;10 308;4 760;8 667;15 068;946;7 860;;Matleena ja Elisa saivat mummulta ja papalta 1500€ kummatkin.;;;;;;2 286;789,0;692,0;-28,4 %;-6 994;-102,31 %;-36,3 %;;;;;;;;;;;1224;840;837,6;
25.03.25;25.03.25;Tuesday;1,10 %;18 211;5 566;0;1 148;24 925;24 704;484;1 453;108;728;25;969;2 314;27 239;0;0;10 308;4 760;8 667;15 068;969;7 860;;Siirsin 700€ tavoitetilille jäännösveron maksamista varten.;;;;;;2 535;789,0;692,0;-27,0 %;-6 722;-100,10 %;8,0 %;;;;;;;;;;;1225;840;838,25;
26.03.25;26.03.25;Wednesday;-0,45 %;18 100;5 566;0;1 148;24 814;24 719;469;1 453;108;728;25;984;2 314;27 128;0;0;10 308;4 760;8 667;15 068;984;7 860;;Maksoin Elisan passikuvan;;;;;;2 409;789,0;692,0;-27,5 %;-6 833;-101,00 %;8,0 %;;;;;;;;;;;1226;840;838,9;
27.03.25;27.03.25;Thursday;-0,71 %;17 971;5 518;0;1 148;24 637;24 719;469;1 453;108;728;25;984;2 314;26 951;0;0;10 308;4 760;8 667;15 068;984;7 860;;;;;;;;2 232;789,0;692,0;-28,5 %;-7 010;-102,44 %;8,0 %;;;;;;;;;;;1227;840;839,55;
28.03.25;28.03.25;Friday;-0,01 %;18 007;5 479;0;1 148;24 634;24 719;469;1 453;108;728;25;984;2 314;26 948;0;0;10 308;4 760;8 667;15 068;984;7 860;;;Nordea osinko 420e Nordnettiin;;;;;2 229;789,0;692,0;-28,5 %;-7 013;-102,47 %;8,0 %;;;;;;;;;;;1228;840;840,2;
31.03.25;31.03.25;Monday;-1,23 %;17 804;5 379;0;1 148;24 331;24 719;469;1 453;108;728;25;984;2 314;26 645;0;0;10 308;4 760;8 667;15 068;984;7 860;;;Nordea osinko 320€ Osuuspankiin;;;;;1 926;789,0;692,0;-30,1 %;-7 316;-104,99 %;8,0 %;;;;;;;;;;;1229;840;840,85;
01.04.25;01.04.25;Tuesday;0,31 %;17 891;5 402;0;1 113;24 406;24 793;3 569;4 627;108;728;25;1 058;5 488;29 894;0;0;10 308;4 760;8 667;15 068;1 058;7 860;;Maksoin Matleenalle 200€ uuteen kännykkään (Google pixel);;;;;;5 101;789,0;-2482,0;-29,7 %;-7 241;-104,36 %;-192,8 %;;;;;;;;;;;1230;840;841,5;
02.04.25;02.04.25;Wednesday;-0,69 %;17 735;5 390;0;1 113;24 238;24 793;3 569;4 627;108;728;25;1 058;5 488;29 726;0;0;10 308;4 760;8 667;15 068;1 058;7 860;;;;;;;;4 933;789,0;-2482,0;-30,6 %;-7 409;-105,78 %;-192,8 %;;;;;;;;;;;1231;840;842,15;
03.04.25;03.04.25;Thursday;-1,38 %;17 400;5 390;0;1 113;23 903;24 079;3 184;3 528;108;728;25;344;4 389;28 292;0;0;10 308;4 760;8 667;15 068;344;7 860;;Visamaksu 899€;Osto iShares S&P500ucits 1@538,32 ;;;;;4 213;789,0;-1383,0;-32,4 %;-7 744;-108,66 %;-123,3 %;;;;;;;;;;;1232;840;842,8;
04.04.25;04.04.25;Friday;-6,27 %;16 456;4 835;0;1 113;22 404;24 079;2 284;2 628;508;728;25;344;3 889;26 293;0;0;10 308;4 760;8 667;15 068;344;7 860;;;Osto Nordea 20@10,81€, osto Nordea 11@11,21€ (OST);;;;;2 214;789,0;-883,0;-41,3 %;-9 243;-122,62 %;-66,3 %;;;;;;;;;;;1233;840;843,45;
07.04.25;07.04.25;Monday;-0,70 %;16 470;4 664;0;1 113;22 247;23 584;1 081;1 476;508;728;25;395;2 737;24 984;0;0;10 162;4 642;8 385;14 804;395;7 860;;Trump tullit voimaan;Osto Apple 2@184,60;;;;;1 400;789,0;269,0;-42,3 %;-9 400;-124,19 %;6,6 %;;;;;;;;;;;1234;840;844,1;
08.04.25;08.04.25;Tuesday;1,42 %;16 682;4 767;0;1 113;22 562;23 597;1 068;1 476;508;728;25;408;2 737;25 299;0;0;10 162;4 642;8 385;14 804;408;7 860;;;;;;;;1 702;789,0;269,0;-40,3 %;-9 085;-121,06 %;6,6 %;;;;;;;;;;;1235;840;844,75;
09.04.25;09.04.25;Wednesday;-0,43 %;16 730;4 622;0;1 113;22 465;23 597;1 068;1 476;508;728;25;408;2 737;25 202;0;0;10 162;4 642;8 385;14 804;408;7 860;;;;;;;;1 605;789,0;269,0;-40,9 %;-9 182;-122,02 %;6,6 %;;;;;;;;;;;1236;840;845,4;
10.04.25;10.04.25;Thursday;2,34 %;16 994;4 883;0;1 113;22 990;23 754;649;1 214;508;728;25;565;2 475;25 465;0;0;10 162;4 642;8 385;14 804;565;7 860;;Trump tullit tauolle, paitsi Kiina;Osinko Fortum 206€;;;;;1 711;789,0;531,0;-37,7 %;-8 657;-116,95 %;23,2 %;;;;;;;;;;;1237;840;846,05;
11.04.25;11.04.25;Friday;0,19 %;17 064;4 856;0;1 113;23 033;23 902;444;1 157;508;728;25;713;2 418;25 451;0;0;10 162;4 642;8 385;14 804;713;7 860;;;;;;;;1 549;789,0;588,0;-37,4 %;-8 614;-116,54 %;26,8 %;;;;;;;;;;;1238;840;846,7;
14.04.25;14.04.25;Monday;1,61 %;17 385;4 993;0;1 025;23 403;23 902;444;1 157;508;728;25;713;2 418;25 821;0;0;10 162;4 642;8 385;14 804;713;7 860;;;;;;;;1 919;789,0;588,0;-35,2 %;-8 244;-113,12 %;26,8 %;;;;;;;;;;;1239;840;847,35;
15.04.25;15.04.25;Tuesday;0,91 %;17 509;5 075;0;1 032;23 616;23 902;323;1 036;108;728;25;713;1 897;25 513;0;0;10 162;4 642;8 385;14 804;713;7 980;;;;;;;;1 611;789,0;1109,0;-34,0 %;-8 031;-111,20 %;34,4 %;;;;;;;;;;;1240;840;848;
16.04.25;16.04.25;Wednesday;0,29 %;17 458;5 192;0;1 034;23 684;23 902;323;1 036;108;728;25;713;1 897;25 581;0;0;10 162;4 642;8 385;14 804;713;7 980;;;;;;;;1 679;789,0;1109,0;-33,6 %;-7 963;-110,59 %;34,4 %;;;;;;;;;;;1241;840;848,65;
17.04.25;17.04.25;Thursday;0,17 %;17 520;5 173;0;1 032;23 725;24 007;218;1 036;108;728;25;818;1 897;25 622;0;0;10 162;4 642;8 385;14 804;818;7 980;;;;;;;;1 615;789,0;1109,0;-33,4 %;-7 922;-110,23 %;34,4 %;;;;;;;;;;;1242;840;849,3;
21.04.25;21.04.25;Monday;-0,57 %;17 385;5 173;0;1 032;23 590;24 007;218;1 036;108;728;25;818;1 897;25 487;0;0;10 162;4 642;8 385;14 804;818;7 980;;;;;;;;1 480;789,0;1109,0;-34,2 %;-8 057;-111,43 %;34,4 %;;;;;;;;;;;1243;840;849,95;
22.04.25;22.04.25;Tuesday;1,40 %;17 632;5 256;0;1 032;23 920;24 085;93;989;108;728;25;896;1 850;25 770;0;0;10 162;4 642;8 385;14 804;896;7 980;;;;;;;;1 685;789,0;1156,0;-32,3 %;-7 727;-108,51 %;37,4 %;;;;;;;;;;;1244;840;850,6;
23.04.25;22.04.25;Wednesday;1,65 %;17 986;5 331;0;998;24 315;24 105;-132;784;108;728;25;916;1 645;25 960;0;0;10 162;4 642;8 385;14 804;916;7 980;;;;;;;;1 855;789,0;1361,0;-30,2 %;-7 332;-105,12 %;50,4 %;;;;;;;;;;;1245;840;851,25;
24.04.25;24.04.25;Thursday;1,07 %;18 212;5 338;0;1 026;24 576;24 219;-246;784;108;728;25;1 030;1 645;26 221;0;0;10 162;4 642;8 385;14 804;1 030;7 980;;;;;;;;2 002;789,0;1361,0;-28,8 %;-7 071;-102,95 %;50,4 %;;;;;;;;;;;1246;840;851,9;
25.04.25;25.04.25;Friday;0,89 %;18 354;5 393;0;1 047;24 794;24 332;-789;354;108;728;25;1 143;1 215;26 009;0;0;10 162;4 642;8 385;14 804;1 143;7 980;;Elisalle ylioppilaslahjana 500€;;;;;;1 677;789,0;1791,0;-27,6 %;-6 853;-101,16 %;77,6 %;;;;;;;;;;;1247;840;852,55;
28.04.25;28.04.25;Monday;0,39 %;18 390;5 454;0;1 047;24 891;24 367;-724;454;108;728;25;1 178;1 315;26 206;0;0;10 162;4 642;8 385;14 804;1 178;7 980;;Filmus maksoi bensakuitin 69€ 26.4.;Leena maksoi vanhempien tililtä 100€ kulukorvausta, kun olen käynyt Ulvilassa ja kuskannut äitiä.;;;;;1 839;789,0;1691,0;-27,1 %;-6 756;-100,38 %;71,3 %;;;;;;;;;;;1248;840;853,2;
29.04.25;29.04.25;Tuesday;1,18 %;18 621;5 505;0;1 058;25 184;24 367;-485;693;108;728;25;1 178;1 554;26 738;0;0;10 162;4 642;8 385;14 804;1 178;7 980;;Filmus maksoi 300-verot + bens 30;;;;;;2 371;789,0;1452,0;-25,7 %;-6 463;-98,05 %;56,1 %;;;;;;;;;;;1249;840;853,85;
30.04.25;30.04.25;Wednesday;0,71 %;18 740;5 564;0;1 058;25 362;24 367;-485;693;108;728;25;1 178;1 554;26 916;0;0;10 162;4 642;8 385;14 804;1 178;7 980;;;;;;;;2 549;789,0;1452,0;-24,8 %;-6 285;-96,66 %;56,1 %;;;;;;;;;;;1250;840;854,5;
01.05.25;01.05.25;Thursday;0,54 %;18 878;5 564;0;1 058;25 500;24 367;-649;529;108;728;25;1 178;1 390;26 890;0;0;10 162;4 642;8 385;14 804;1 178;7 980;;;;;;;;2 523;789,0;1616,0;-24,1 %;-6 147;-95,59 %;66,5 %;;;;;;;;;;;1251;840;855,15;
02.05.25;02.05.25;Friday;0,39 %;18 871;5 660;0;1 068;25 599;24 480;2 092;3 383;108;728;25;1 291;4 244;29 843;0;0;10 162;4 642;8 385;14 804;1 291;7 980;;;;;;;;5 363;789,0;-1238,0;-23,6 %;-6 048;-94,84 %;-114,1 %;;;;;;;;;;;1252;840;855,8;
05.05.25;05.05.25;Monday;-0,39 %;18 755;5 676;0;1 068;25 499;24 480;2 092;3 383;108;728;25;1 291;4 244;29 743;0;0;10 162;4 642;8 385;14 804;1 291;7 980;;;;;;;;5 263;789,0;-1238,0;-24,1 %;-6 148;-95,60 %;-114,1 %;;;;;;;;;;;1253;840;856,45;
06.05.25;06.05.25;Tuesday;-0,97 %;18 554;5 612;0;1 086;25 252;23 182;1 300;1 844;108;728;25;544;2 705;27 957;0;0;10 016;4 522;8 100;14 538;544;7 980;;visa maksu 915€;;;;;;4 775;789,0;301,0;-25,3 %;-6 395;-97,51 %;-16,7 %;;;;;;;;;;;1254;840;857,1;
07.05.25;07.05.25;Wednesday;0,68 %;18 689;5 649;0;1 086;25 424;23 182;800;1 344;600;728;25;544;2 697;28 121;0;0;10 016;4 522;8 100;14 538;544;7 980;;;;;;;;4 939;789,0;309,0;-24,5 %;-6 223;-96,18 %;14,9 %;;;;;;;;;;;1255;840;857,75;
08.05.25;08.05.25;Thursday;0,48 %;18 786;5 681;0;1 080;25 547;23 182;800;1 344;600;728;25;544;2 697;28 244;0;0;10 016;4 522;8 100;14 538;544;7 980;;;;;;;;5 062;789,0;309,0;-23,9 %;-6 100;-95,23 %;14,9 %;;;;;;;;;;;1256;840;858,4;
09.05.25;09.05.25;Friday;-0,11 %;18 758;5 665;0;1 095;25 518;23 268;453;1 083;600;728;25;630;2 436;27 954;0;0;10 016;4 522;8 100;14 538;630;7 980;;;;;;;;4 686;789,0;570,0;-24,0 %;-6 129;-95,45 %;31,5 %;;;;;;;;;;;1257;840;859,05;
12.05.25;12.05.25;Monday;2,94 %;19 426;5 744;0;1 097;26 267;23 268;453;1 083;600;728;25;630;2 436;28 703;0;0;10 016;4 522;8 100;14 538;630;7 980;;;;;;;;5 435;789,0;570,0;-20,5 %;-5 380;-89,88 %;31,5 %;;;;;;;;;;;1258;840;859,7;
13.05.25;13.05.25;Tuesday;-0,34 %;19 365;5 715;0;1 097;26 177;23 363;358;1 083;600;728;25;725;2 436;28 613;0;0;10 016;4 522;8 100;14 538;725;7 980;;;;;;;;5 250;789,0;570,0;-20,9 %;-5 470;-90,53 %;31,5 %;;;;;;;;;;;1259;840;860,35;
14.05.25;14.05.25;Wednesday;-0,04 %;19 322;5 747;0;1 097;26 166;23 363;358;1 083;600;728;25;725;2 436;28 602;0;0;10 016;4 522;8 100;14 538;725;7 980;;;;;;;;5 239;789,0;570,0;-20,9 %;-5 481;-90,61 %;31,5 %;;;;;;;;;;;1260;840;861;
15.05.25;15.05.25;Thursday;0,87 %;19 418;5 815;0;1 160;26 393;23 440;161;963;600;728;25;802;2 316;28 709;0;0;10 016;4 522;8 100;14 538;802;7 980;;;;;;;;5 269;789,0;690,0;-19,9 %;-5 254;-88,97 %;39,1 %;;;;;;;;;;;1261;840;861,65;
16.05.25;16.05.25;Friday;0,75 %;19 554;5 869;0;1 169;26 592;23 473;128;963;208;728;25;835;1 924;28 516;0;0;10 016;4 522;8 100;14 538;835;8 100;;Siirsin vakuutukset op:iin;;;;;;5 043;789,0;1082,0;-19,0 %;-5 055;-87,56 %;39,1 %;;;;;;;;;;;1262;840;862,3;
19.05.25;19.05.25;Monday;0,13 %;19 556;5 902;0;1 169;26 627;23 473;114;949;208;728;25;835;1 910;28 537;0;0;10 016;4 522;8 100;14 538;835;8 100;;;;;;;;5 064;789,0;1096,0;-18,9 %;-5 020;-87,31 %;39,9 %;;;;;;;;;;;1263;840;862,95;
20.05.25;20.05.25;Tuesday;0,18 %;19 567;5 936;0;1 171;26 674;23 473;114;949;208;728;25;835;1 910;28 584;0;0;10 016;4 522;8 100;14 538;835;8 100;;;;;;;;5 111;789,0;1096,0;-18,6 %;-4 973;-86,98 %;39,9 %;;;;;;;;;;;1264;840;863,6;
21.05.25;21.05.25;Wednesday;-1,06 %;19 333;5 888;0;1 171;26 392;23 605;10;977;208;728;25;967;1 938;28 330;0;0;10 016;4 522;8 100;14 538;967;8 100;;filmus bensaraha 28€;;;;;;4 725;789,0;1068,0;-19,9 %;-5 255;-88,98 %;38,2 %;;;;;;;;;;;1265;840;864,25;
22.05.25;22.05.25;Thursday;-0,71 %;19 188;5 845;0;1 171;26 204;23 605;10;977;208;728;25;967;1 938;28 142;0;0;10 016;4 522;8 100;14 538;967;8 100;;;;;;;;4 537;789,0;1068,0;-20,8 %;-5 443;-90,34 %;38,2 %;;;;;;;;;;;1266;840;864,9;
23.05.25;23.05.25;Friday;-0,91 %;19 007;5 788;0;1 171;25 966;23 605;-181;786;208;728;25;967;1 747;27 713;0;0;10 016;4 522;8 100;14 538;967;8 100;;;;;;;;4 108;789,0;1259,0;-21,9 %;-5 681;-92,08 %;50,3 %;;;;;;;;;;;1267;840;865,55;
26.05.25;26.05.25;Monday;0,79 %;19 162;5 838;0;1 171;26 171;23 924;-293;993;208;728;25;1 286;1 954;28 125;0;0;10 016;4 522;8 100;14 538;1 286;8 100;;Filmus palkkio 300-verot;;;;;;4 201;789,0;1052,0;-20,9 %;-5 476;-90,58 %;37,2 %;;;;;;;;;;;1268;840;866,2;
27.05.25;27.05.25;Tuesday;0,31 %;19 312;5 815;0;1 126;26 253;23 995;-364;993;208;728;25;1 357;1 954;28 207;0;0;10 016;4 522;8 100;14 538;1 357;8 100;;;;;;;;4 212;789,0;1052,0;-20,5 %;-5 394;-89,98 %;37,2 %;;;;;;;;;;;1269;840;866,85;
28.05.25;28.05.25;Wednesday;-0,29 %;19 257;5 795;0;1 126;26 178;23 995;-564;793;208;728;25;1 357;1 754;27 932;0;0;10 016;4 522;8 100;14 538;1 357;8 100;;Ostin Apple watch 2 Matleenalta 100€. Annoin hänelle myös 100€ ylioppilaslahjana.;;;;;;3 937;789,0;1252,0;-20,9 %;-5 469;-90,53 %;49,8 %;;;;;;;;;;;1270;840;867,5;
29.05.25;29.05.25;Thursday;-0,11 %;19 228;5 795;0;1 126;26 149;23 995;-564;793;208;728;25;1 357;1 754;27 903;0;0;10 016;4 522;8 100;14 538;1 357;8 100;;;;;;;;3 908;789,0;1252,0;-21,0 %;-5 498;-90,74 %;49,8 %;;;;;;;;;;;1271;840;868,15;
