pvm;pvm;;Omat sijoitukset ed. merk.;nordnet;OP osakkeet;TAPIOLA;S - sijoitus;osak-keet yht.;Kaikki Lainat;tulotili - visa ja jatkuva luotto;Tulotili;elatustili;tavoitetili;S - pankki;OP GOLD;Tilit yht;Tilit+ osakkeet yht;VISA;Jakuva luottotili;asuntolaina;asuntolaina (peruskorjaus);AUTOLAINA;ASUNTOLAINA yht;visa + OP GOLD + luottotili;lasten sijoitusrahastoon;;huom.;OsakeOstot;Myynti;Siirrto arvo-osuustilille;Siirto arvo-osuustililtä;Osinko;omaisuus - lainat;LAINALYHENNYS+KORKO KK;kulutus kuukaudessa;vuosikehitys %;vuosikehitys euroissa;kehitys 2017 asti;Tulotilin kk seu-ranta %;Tuohi-kortti;ASUNTOLAINA remontti;Tulotilin kuukausi seuranta;op osakekaupankäynti raha ei vielä tilillä;Isot hankinnat;OSINGOT nordnet;OSINGOT op;RAHASTOT;Autolaina tulotilillä;;;;;
26.12.22;26.12.22;MA;-0,35 %;24 453;7 611;0;725;32 789;41 981;-4 264;244;100;152;121;;617;33 406;2 511;1 997;13 907;7 767;15 799;21 674;4 508;4 560;;;;;;;;28 898;789,0;2389,0;3,5 %;1 142;-52,11 %;84,6 %;;;;;;;;;;;691;600;491,15;
27.12.22;27.12.22;ti;0,26 %;24 492;7 658;0;725;32 875;41 981;-4 281;227;100;152;121;;600;33 475;2 511;1 997;13 907;7 767;15 799;21 674;4 508;4 560;;;;;;;;28 967;789,0;2406,0;3,7 %;1 228;-51,71 %;85,6 %;;;;;;;;;;;692;600;491,8;
28.12.22;28.12.22;ke;-0,41 %;24 405;7 611;0;725;32 741;41 999;-4 299;227;100;152;121;;600;33 341;2 573;1 953;13 907;7 767;15 799;21 674;4 526;4 560;;;;;;;;28 815;789,0;2406,0;3,3 %;1 094;-52,33 %;85,6 %;;;;;;;;;;;693;600;492,45;
30.12.22;30.12.22;pe;-0,57 %;24 243;7 593;0;719;32 555;42 025;-4 379;173;100;152;121;;546;33 101;2 599;1 953;13 907;7 767;15 799;21 674;4 552;4 560;;;;;;;;28 549;789,0;2460,0;2,8 %;908;-53,21 %;89,1 %;;;;;;;;;;;694;600;493,1;
02.01.23;02.01.23;MA;1,56 %;24 634;7 714;0;716;33 064;42 109;-1 739;2 897;100;152;121;;3 270;36 334;2 683;1 953;13 907;7 767;15 799;21 674;4 636;4 560;;;;;;;;31 698;789,0;-264,0;4,3 %;1 417;-50,85 %;-83,4 %;;;;;;;;;;;695;600;493,75;2023
03.01.23;03.01.23;ti;0,25 %;24 668;7 759;0;720;33 147;42 109;-1 739;2 897;100;152;121;;3 270;36 417;2 683;1 953;13 907;7 767;15 799;21 674;4 636;4 560;;;;;;;;31 781;789,0;-264,0;4,5 %;1 500;-50,47 %;-83,4 %;;;;;;;;;;;696;600;494,4;
04.01.23;04.01.23;ke;0,73 %;24 754;7 909;0;725;33 388;42 109;-1 739;2 897;100;152;121;;3 270;36 658;2 683;1 953;13 907;7 767;15 799;21 674;4 636;4 560;;;;;;;;32 022;789,0;-264,0;5,2 %;1 741;-49,38 %;-83,4 %;;;;;;;;;;;697;600;495,05;
06.01.23;06.01.23;pe;1,04 %;24 933;8 051;0;751;33 735;41 753;-2 936;1 861;500;152;121;;2 634;36 369;2 844;1 953;13 769;7 660;15 527;21 429;4 797;4 560;;;;;;;;31 572;789,0;372,0;6,2 %;2 088;-47,85 %;-17,8 %;;;;;;;;;;;698;600;495,7;
09.01.23;09.01.23;MA;0,96 %;25 187;8 121;0;751;34 059;41 753;-2 961;1 836;500;177;121;;2 634;36 693;2 844;1 953;13 769;7 660;15 527;21 429;4 797;4 560;;;;;;;;31 896;789,0;372,0;7,1 %;2 412;-46,44 %;-16,2 %;;;;;;;;;;;699;600;496,35;
10.01.23;10.01.23;ti;-0,67 %;24 971;8 104;0;756;33 831;41 772;-3 247;1 569;500;177;121;;2 367;36 198;2 863;1 953;13 769;7 660;15 527;21 429;4 816;4 560;;;;;;;;31 382;789,0;639,0;6,5 %;2 184;-47,43 %;0,7 %;;;;;;;;;;;700;600;497;
11.01.23;11.01.23;ke;-0,11 %;24 919;8 120;0;756;33 795;41 809;-3 284;1 569;500;177;114;;2 360;36 155;2 900;1 953;13 769;7 660;15 527;21 429;4 853;4 560;;;;;;;;31 302;789,0;646,0;6,4 %;2 148;-47,58 %;0,7 %;;;;;;;;;;;701;600;497,65;
12.01.23;12.01.23;to;-0,19 %;24 899;8 070;0;761;33 730;41 918;-3 470;1 492;500;177;114;;2 283;36 013;3 009;1 953;13 769;7 660;15 527;21 429;4 962;4 560;;;;;;;;31 051;789,0;723,0;6,2 %;2 083;-47,87 %;5,6 %;;;;;;;;;;;702;600;498,3;
16.01.23;16.01.23;MA;-0,46 %;24 783;8 027;0;764;33 574;41 918;-3 470;1 492;500;177;114;;2 283;35 857;3 009;1 953;13 769;7 660;15 527;21 429;4 962;4 680;;;;;;;;30 895;789,0;723,0;5,7 %;1 927;-48,56 %;5,6 %;;;;;;;;;;;703;600;498,95;
17.01.23;17.01.23;ti;-0,46 %;24 642;8 012;0;764;33 418;40 490;-3 445;89;50;50;114;;303;33 721;1 581;1 953;13 769;7 660;15 527;21 429;3 534;4 680;;Visamaksu 1528€. Nosto 1100€ visa kortilta;;;;;;30 187;789,0;2703,0;5,3 %;1 771;-49,25 %;94,4 %;;;;;;;;;;;704;600;499,6;
18.01.23;18.01.23;ke;0,47 %;24 745;8 064;0;767;33 576;40 542;-3 497;89;50;50;114;;303;33 879;1 633;1 953;13 769;7 660;15 527;21 429;3 586;4 680;;Matleena kävi fysioterapia Andre;;;;;;30 293;789,0;2703,0;5,7 %;1 929;-48,55 %;94,4 %;;;;;;;;;;;705;600;500,25;
19.01.23;19.01.23;to;-0,36 %;24 703;7 986;0;767;33 456;40 542;-3 527;59;50;50;114;;273;33 729;1 633;1 953;13 769;7 660;15 527;21 429;3 586;4 680;;;;;;;;30 143;789,0;2733,0;5,4 %;1 809;-49,08 %;96,3 %;;;;;;;;;;;706;600;500,9;
20.01.23;20.01.23;pe;0,91 %;24 930;8 070;0;760;33 760;40 542;-3 527;59;50;50;114;;273;34 033;1 633;1 953;13 769;7 660;15 527;21 429;3 586;4 680;;;;;;;;30 447;789,0;2733,0;6,3 %;2 113;-47,74 %;96,3 %;;;;;;;;;;;707;600;501,55;
23.01.23;23.01.23;MA;0,23 %;24 981;8 091;0;764;33 836;40 611;-3 546;109;0;50;113;;272;34 108;1 702;1 953;13 769;7 660;15 527;21 429;3 655;4 680;;;;;;;;30 453;789,0;2734,0;6,5 %;2 189;-47,41 %;93,1 %;;;;;;;;;;;708;600;502,2;
24.01.23;24.01.23;ti;0,31 %;25 052;8 121;0;768;33 941;40 566;-3 551;59;0;50;113;;222;34 163;1 702;1 908;13 769;7 660;15 527;21 429;3 610;4 680;;;;;;;;30 553;789,0;2784,0;6,8 %;2 294;-46,95 %;96,3 %;;;;;;;;;;;709;600;502,85;
25.01.23;25.01.23;ke;-0,60 %;24 865;8 106;0;768;33 739;40 583;-3 589;38;0;50;113;;201;33 940;1 719;1 908;13 769;7 660;15 527;21 429;3 627;4 680;;;;;;;;30 313;789,0;2805,0;6,2 %;2 092;-47,83 %;97,6 %;;;;;;;;;;;710;600;503,5;
26.01.23;26.01.23;to;-0,04 %;24 830;8 130;0;767;33 727;40 583;-3 569;58;0;50;113;;221;33 948;1 719;1 908;13 769;7 660;15 527;21 429;3 627;4 680;;Nosto Visa 100€;;;;;;30 321;789,0;2785,0;6,2 %;2 080;-47,88 %;96,3 %;;;;;;;;;;;711;600;504,15;
27.01.23;27.01.23;pe;0,55 %;24 952;8 188;0;772;33 912;40 795;-3 781;58;0;50;113;;221;34 133;1 931;1 908;13 769;7 660;15 527;21 429;3 839;4 680;;;;;;;;30 294;789,0;2785,0;6,7 %;2 265;-47,07 %;96,3 %;;;;;;;;;;;712;600;504,8;
30.01.23;30.01.23;MA;0,14 %;25 000;8 188;0;772;33 960;40 843;-3 844;43;0;50;113;;206;34 166;1 979;1 908;13 769;7 660;15 527;21 429;3 887;4 680;;;;;;;;30 279;789,0;2800,0;6,8 %;2 313;-46,87 %;97,3 %;;;;;;;;;;;713;600;505,45;
31.01.23;31.01.23;ti;-0,74 %;24 813;8 124;0;772;33 709;40 895;-3 896;43;0;50;113;;206;33 915;2 031;1 908;13 769;7 660;15 527;21 429;3 939;4 680;;;;;;;;29 976;789,0;2800,0;6,1 %;2 062;-47,96 %;97,3 %;;;;;;;;;;;714;600;506,1;
01.02.23;01.02.23;ke;0,94 %;25 037;8 218;0;770;34 025;40 937;-1 263;2 718;0;50;113;;2 881;36 906;2 073;1 908;13 769;7 660;15 527;21 429;3 981;4 680;;;;;;;;32 925;789,0;125,0;7,0 %;2 378;-46,59 %;-72,0 %;;;;;;;;;;;715;600;506,75;
02.02.23;02.02.23;to;1,23 %;25 325;8 345;0;772;34 442;40 937;-1 358;2 623;0;50;113;;2 786;37 228;2 073;1 908;13 769;7 660;15 527;21 429;3 981;4 680;;;;;;;;33 247;789,0;220,0;8,1 %;2 795;-44,81 %;-66,0 %;;;;;;;;;;;716;600;507,4;
03.02.23;03.02.23;pe;0,02 %;25 311;8 335;0;802;34 448;41 042;-1 463;2 623;0;50;113;;2 786;37 234;2 178;1 908;13 769;7 660;15 527;21 429;4 086;4 680;;;;;;;;33 148;789,0;220,0;8,1 %;2 801;-44,79 %;-66,0 %;;;;;;;;;;;717;600;508,05;
06.02.23;06.02.23;MA;-0,48 %;25 190;8 292;0;802;34 284;40 558;-2 092;1 994;0;50;113;;2 157;36 441;2 178;1 908;13 630;7 552;15 290;21 182;4 086;4 680;;;;;;;;32 355;789,0;849,0;7,7 %;2 637;-45,48 %;-26,2 %;;;;;;;;;;;718;600;508,7;
07.02.23;07.02.23;ti;0,47 %;25 300;8 348;0;798;34 446;40 035;-2 725;838;400;50;113;;1 401;35 847;1 655;1 908;13 630;7 552;15 290;21 182;3 563;4 680;;Visamaksu 2031€. Visanosto 1300€. ostin tukisukat 120€ ja lääkkeitä jalkaan ihottumaan ja turvotuksen;;;;;;32 284;789,0;1605,0;8,1 %;2 799;-44,79 %;47,0 %;;;;;;;;;;;719;600;509,35;
08.02.23;08.02.23;ke;0,13 %;25 317;8 377;0;798;34 492;40 158;-2 894;792;400;50;113;;1 355;35 847;1 778;1 908;13 630;7 552;15 290;21 182;3 686;4 680;;Maksoin tyttöjen osallistumis-maksun tanssikisoihin;;;;;;32 161;789,0;1651,0;8,2 %;2 845;-44,60 %;49,9 %;;;;;;;;;;;720;600;510;
09.02.23;09.02.23;to;0,53 %;25 432;8 444;0;798;34 674;40 241;-2 977;792;400;75;113;;1 380;36 054;1 861;1 908;13 630;7 552;15 290;21 182;3 769;4 680;;;;;;;;32 285;789,0;1626,0;8,7 %;3 027;-43,84 %;49,9 %;;;;;;;;;;;721;600;510,65;
10.02.23;10.02.23;pe;-1,26 %;25 116;8 324;0;797;34 237;40 248;-3 229;547;400;75;113;;1 135;35 372;1 868;1 908;13 630;7 552;15 290;21 182;3 776;4 680;;;;;;;;31 596;789,0;1871,0;7,6 %;2 590;-45,68 %;65,4 %;;;;;;;;;;;722;600;511,3;
13.02.23;13.02.23;MA;1,57 %;25 466;8 515;0;795;34 776;40 271;-3 252;547;400;75;113;;1 135;35 911;1 891;1 908;13 630;7 552;15 290;21 182;3 799;4 680;;;;;;;;32 112;789,0;1871,0;9,0 %;3 129;-43,42 %;65,4 %;;;;;;;;;;;723;600;511,95;
14.02.23;14.02.23;ti;0,58 %;25 633;8 545;0;798;34 976;40 277;-3 258;547;50;75;107;;779;35 755;1 897;1 908;13 630;7 552;15 290;21 182;3 805;4 680;;;;;;;;31 950;789,0;2227,0;9,5 %;3 329;-42,60 %;65,4 %;;;;;;;;;;;724;600;512,6;
15.02.23;15.02.23;ke;0,51 %;25 755;8 604;0;797;35 156;40 382;-3 513;397;50;75;107;;629;35 785;2 002;1 908;13 630;7 552;15 290;21 182;3 910;4 800;;;;;;;;31 875;789,0;2377,0;10,0 %;3 509;-41,87 %;74,9 %;;;;;;;;;;;725;600;513,25;
16.02.23;16.02.23;to;1,18 %;26 031;8 741;0;798;35 570;40 481;-3 612;397;50;75;107;;629;36 199;2 101;1 908;13 630;7 552;15 290;21 182;4 009;4 800;;;;;;;;32 190;789,0;2377,0;11,0 %;3 923;-40,22 %;74,9 %;;;;;;;;;;;726;600;513,9;
17.02.23;17.02.23;pe;-0,53 %;25 905;8 678;0;798;35 381;40 521;-3 672;377;50;75;107;;609;35 990;2 141;1 908;13 630;7 552;15 290;21 182;4 049;4 800;;Veikkaukseen 20€;;;;;;31 941;789,0;2397,0;10,6 %;3 734;-40,97 %;76,1 %;;;;;;;;;;;727;600;514,55;
20.02.23;20.02.23;MA;0,67 %;26 049;8 775;0;793;35 617;40 596;-3 761;363;50;75;107;;595;36 212;2 216;1 908;13 630;7 552;15 290;21 182;4 124;4 800;;;;;;;;32 088;789,0;2411,0;11,1 %;3 970;-40,03 %;77,0 %;;;;;;;;;;;728;600;515,2;
21.02.23;21.02.23;ti;1,12 %;26 322;8 900;0;793;36 015;40 628;-3 793;363;50;75;107;;595;36 610;2 248;1 908;13 630;7 552;15 290;21 182;4 156;4 800;;;;;;;;32 454;789,0;2411,0;12,1 %;4 368;-38,49 %;77,0 %;;;;;;;;;;;729;600;515,85;
22.02.23;22.02.23;ke;-0,90 %;26 059;8 845;0;786;35 690;40 667;-3 862;333;50;75;107;;565;36 255;2 287;1 908;13 630;7 552;15 290;21 182;4 195;4 800;;;;;;;;32 060;789,0;2441,0;11,3 %;4 043;-39,75 %;78,9 %;;;;;;;;;;;730;600;516,5;
23.02.23;23.02.23;to;1,32 %;26 355;9 019;0;786;36 160;40 667;-3 862;333;50;75;107;;565;36 725;2 287;1 908;13 630;7 552;15 290;21 182;4 195;4 800;;;;;;;;32 530;789,0;2441,0;12,5 %;4 513;-37,93 %;78,9 %;;;;;;;;;;;731;600;517,15;
24.02.23;24.02.23;pe;-0,19 %;26 328;8 978;0;785;36 091;41 335;-3 817;1 046;50;75;107;;1 278;37 369;3 017;1 846;13 630;7 552;15 290;21 182;4 863;4 800;;Ostin visalla television vanhemmille, isä maksoi tilille.;;;;;;32 506;789,0;1728,0;12,3 %;4 444;-38,20 %;33,8 %;;;;;;;;;;;732;600;517,8;
27.02.23;27.02.23;MA;1,92 %;26 833;9 169;0;783;36 785;41 335;-3 817;1 046;50;75;107;;1 278;38 063;3 017;1 846;13 630;7 552;15 290;21 182;4 863;4 800;;;;;;;;33 200;789,0;1728,0;14,0 %;5 138;-35,59 %;33,8 %;;;;;;;;;;;733;600;518,45;
28.02.23;28.02.23;ti;-0,81 %;26 640;9 064;0;783;36 487;41 415;-3 897;1 046;50;75;107;;1 278;37 765;3 097;1 846;13 630;7 552;15 290;21 182;4 943;4 800;;;;;;;;32 822;789,0;1728,0;13,3 %;4 840;-36,70 %;33,8 %;;;;;;;;;;;734;600;519,1;
01.03.23;01.03.23;ke;-0,92 %;26 402;8 967;0;781;36 150;41 451;-1 138;3 841;50;75;107;;4 073;40 223;3 133;1 846;13 630;7 552;15 290;21 182;4 979;4 800;;;;;;;;35 244;789,0;-1067,0;12,5 %;4 503;-37,97 %;-143,1 %;;;;;;;;;;;735;600;519,75;
02.03.23;02.03.23;to;-0,17 %;26 398;8 914;0;777;36 089;38 429;-1 412;545;50;75;107;;777;36 866;111;1 846;13 630;7 552;15 290;21 182;1 957;4 800;;Visalyhennys 3097€;;Myynti Nordnet indeksirahasto Suomi  (arvo 730€);;;;34 909;789,0;2229,0;12,3 %;4 442;-38,20 %;65,5 %;;;;;;;;;;;736;600;520,4;
03.03.23;03.03.23;pe;1,31 %;26 714;9 046;0;800;36 560;38 509;-931;1 106;50;75;107;;1 338;37 898;191;1 846;13 630;7 552;15 290;21 182;2 037;4 800;;Filmus maksoi 56€ bensarahoja. Myin sähkörummut ja tarvikkeet 505€.;;;;;;35 861;789,0;1668,0;13,4 %;4 913;-36,42 %;30,0 %;;;;;;;;;;;737;600;521,05;
06.03.23;06.03.23;MA;0,13 %;26 732;9 069;0;808;36 609;38 010;-1 884;163;50;75;87;;375;36 984;201;1 846;13 488;7 442;15 033;20 930;2 047;4 800;;;;;;;;34 937;789,0;2631,0;13,6 %;4 962;-36,24 %;89,7 %;;;;;;;;;;;738;600;521,7;
07.03.23;07.03.23;ti;-3,35 %;25 660;8 917;0;807;35 384;38 010;-1 557;490;350;100;87;;1 027;36 411;201;1 846;13 488;7 442;15 033;20 930;2 047;4 800;;;;;;Nosto nordnet 700€ Opiin;;34 364;789,0;1979,0;10,6 %;3 737;-40,96 %;69,0 %;;;;;;;;;;;739;600;522,35;
08.03.23;08.03.23;ke;0,55 %;25 767;9 004;0;806;35 577;38 052;-1 731;358;350;100;87;;895;36 472;243;1 846;13 488;7 442;15 033;20 930;2 089;4 800;;Maksoin Matleenan yo-kirjoitukset 102€.;;;;;;34 383;789,0;2111,0;11,0 %;3 930;-40,19 %;77,3 %;;;;;;;;;;;740;600;523;
09.03.23;09.03.23;to;-0,65 %;25 601;8 938;0;807;35 346;38 231;-1 933;335;350;100;87;;872;36 218;422;1 846;13 488;7 442;15 033;20 930;2 268;4 800;;Ostos f-seceru total 24kk 100€;;;;;;33 950;789,0;2134,0;10,5 %;3 699;-41,11 %;78,8 %;;;;;;;;;;;741;600;523,65;
10.03.23;10.03.23;pe;-3,15 %;24 881;8 550;0;800;34 231;38 231;-2 195;73;350;100;100;;623;34 854;422;1 846;13 488;7 442;15 033;20 930;2 268;4 800;;;;;;;;32 586;789,0;2383,0;7,5 %;2 584;-45,70 %;95,4 %;;;;;;;;;;;742;600;524,3;
13.03.23;13.03.23;MA;-3,34 %;24 126;8 170;0;790;33 086;38 231;-2 195;73;350;100;100;;623;33 709;422;1 846;13 488;7 442;15 033;20 930;2 268;4 800;;;;;;;;31 441;789,0;2383,0;4,3 %;1 439;-50,75 %;95,4 %;;;;;;;;;;;743;600;524,95;
14.03.23;14.03.23;ti;2,03 %;24 566;8 400;0;790;33 756;38 842;-2 306;573;350;100;100;;1 123;34 879;1 033;1 846;13 488;7 442;15 033;20 930;2 879;4 800;;Nosto Visa 500€;;;;;;32 000;789,0;1883,0;6,2 %;2 109;-47,75 %;63,7 %;;;;;;;;;;;744;600;525,6;
15.03.23;15.03.23;ke;-2,48 %;23 900;8 230;0;790;32 920;38 842;-2 456;423;0;100;100;;623;33 543;1 033;1 846;13 488;7 442;15 033;20 930;2 879;4 920;;;;;;;;30 664;789,0;2383,0;3,9 %;1 273;-51,51 %;73,2 %;;;;;;;;;;;745;600;526,25;
16.03.23;16.03.23;to;-3,22 %;23 228;7 836;0;795;31 859;38 944;-2 573;408;0;100;100;;608;32 467;1 135;1 846;13 488;7 442;15 033;20 930;2 981;4 920;;Maksoin Matleenan eväät kirjoituksiin 15€;;;;;;29 486;789,0;2398,0;0,7 %;212;-56,55 %;74,2 %;;;;;;;;;;;746;600;526,9;
17.03.23;17.03.23;pe;-2,25 %;22 710;7 638;0;795;31 143;39 037;-2 666;408;0;100;100;;608;31 751;1 228;1 846;13 488;7 442;15 033;20 930;3 074;4 920;;Palautus visiosta fsecure total;;;;;;28 677;789,0;2398,0;-1,6 %;-504;-60,15 %;74,2 %;;;;;;;;;;;747;600;527,55;
20.03.23;20.03.23;MA;1,97 %;23 115;7 849;0;794;31 758;38 940;-2 716;261;0;100;100;;461;32 219;1 131;1 846;13 488;7 442;15 033;20 930;2 977;4 920;;;;;;;;29 242;789,0;2545,0;0,3 %;111;-57,05 %;83,5 %;;;;;;;;;;;748;600;528,2;
21.03.23;21.03.23;ti;2,88 %;23 748;8 132;0;792;32 672;38 970;-2 760;247;0;100;100;;447;33 119;1 161;1 846;13 488;7 442;15 033;20 930;3 007;4 920;;;;;;;;30 112;789,0;2559,0;3,1 %;1 025;-52,66 %;84,4 %;;;;;;;;;;;749;600;528,85;
22.03.23;22.03.23;ke;0,02 %;23 700;8 182;0;796;32 678;39 010;-2 830;217;0;100;100;;417;33 095;1 201;1 846;13 488;7 442;15 033;20 930;3 047;4 920;;;;;;;;30 048;789,0;2589,0;3,2 %;1 031;-52,63 %;86,3 %;;;;;;;;;;;750;600;529,5;
23.03.23;23.03.23;to;-4,66 %;22 519;7 841;0;796;31 156;39 010;-2 130;917;0;100;100;;1 117;32 273;1 201;1 846;13 488;7 442;15 033;20 930;3 047;4 920;;Myin canon 5D mark 3 rungon 750€ Timolle ;;;;Nosto Nordnet 700€;;29 226;789,0;1889,0;-1,6 %;-491;-60,08 %;42,0 %;;;;;;;;;;;751;600;530,15;
24.03.23;24.03.23;pe;-7,13 %;21 025;7 114;0;796;28 935;38 984;-2 154;867;0;100;100;;1 067;30 002;1 201;1 820;13 488;7 442;15 033;20 930;3 021;4 920;;(nordeasta irtosi osinko);;;;;;26 981;789,0;1939,0;-9,4 %;-2 712;-72,37 %;45,1 %;;;;;;;;;;;752;600;530,8;
27.03.23;27.03.23;MA;0,75 %;21 227;7 129;0;796;29 152;40 246;-2 783;1 500;0;100;100;;1 700;30 852;2 463;1 820;13 488;7 442;15 033;20 930;4 283;4 920;;Ostin vuodesohvan 1100. Timo maksoi kamera canon 5d;;;;;;26 569;789,0;1306,0;-8,6 %;-2 495;-71,09 %;5,1 %;;;;;;;;;;;753;600;531,45;
28.03.23;28.03.23;ti;-0,13 %;21 213;7 103;0;798;29 114;40 278;-2 746;1 569;0;100;100;;1 769;30 883;2 495;1 820;13 488;7 442;15 033;20 930;4 315;4 920;;;;;;;;26 568;789,0;1237,0;-8,7 %;-2 533;-71,31 %;0,7 %;;;;;;;;;;;754;600;532,1;
29.03.23;29.03.23;ke;1,54 %;21 516;7 251;0;795;29 562;40 367;-2 855;1 549;0;100;100;;1 749;31 311;2 584;1 820;13 488;7 442;15 033;20 930;4 404;4 920;;Matleenalle maksoin 20€ vaalikahvi- ja korkeakouluhakukahvirahaa.;;;;;;26 907;789,0;1257,0;-7,1 %;-2 085;-68,72 %;2,0 %;;;;;;;;;;;755;600;532,75;
30.03.23;30.03.23;to;2,75 %;22 101;7 480;0;795;30 376;40 367;-2 855;1 549;0;100;100;;1 749;32 125;2 584;1 820;13 488;7 442;15 033;20 930;4 404;4 920;;;;;;;;27 721;789,0;1257,0;-4,2 %;-1 271;-64,20 %;2,0 %;;;;;;;;;;;756;600;533,4;
31.03.23;31.03.23;pe;2,36 %;22 841;7 451;0;802;31 094;40 421;-220;4 238;0;100;100;;4 438;35 532;2 638;1 820;13 488;7 442;15 033;20 930;4 458;4 920;;;;;;;;31 074;789,0;-1432,0;-1,8 %;-553;-60,40 %;-168,2 %;;;;;;;;;;;757;600;534,05;
03.04.23;03.04.23;MA;-0,20 %;22 809;7 413;0;810;31 032;40 504;148;4 689;0;100;100;;4 889;35 921;2 721;1 820;13 488;7 442;15 033;20 930;4 541;4 920;;;;;;;Osinko nordea yht.1500€ op ja nordnet;31 380;789,0;-1883,0;-2,0 %;-615;-60,72 %;-196,8 %;;;;;;;;;;;758;600;534,7;
04.04.23;04.04.23;ti;0,08 %;22 845;7 403;0;810;31 058;37 894;-281;1 650;450;100;100;;2 300;33 358;111;1 820;13 488;7 442;15 033;20 930;1 931;4 920;;;;;;;;31 427;789,0;706,0;-1,9 %;-589;-60,59 %;-4,4 %;;;;;;;;;;;759;600;535,35;
05.04.23;05.04.23;ke;-0,83 %;22 675;7 314;0;810;30 799;37 428;-969;993;450;100;100;;1 643;32 442;142;1 820;13 349;7 334;14 783;20 683;1 962;4 920;;;;;;;;30 480;789,0;1363,0;-2,8 %;-848;-61,94 %;37,2 %;;;;;;;;;;;760;600;536;
06.04.23;06.04.23;to;1,68 %;23 014;7 476;0;826;31 316;37 711;-1 285;960;450;100;100;;1 610;32 926;425;1 820;13 349;7 334;14 783;20 683;2 245;4 920;;;;;;;;30 681;789,0;1396,0;-1,1 %;-331;-59,27 %;39,2 %;;;;;;;;;;;761;600;536,65;
11.04.23;11.04.23;ti;1,84 %;23 464;7 602;0;826;31 892;37 730;-1 574;690;450;125;100;;1 365;33 257;444;1 820;13 349;7 334;14 783;20 683;2 264;4 920;;Vastike 245€;;;;;;30 993;789,0;1641,0;0,8 %;245;-56,39 %;56,3 %;;;;;;;;;;;762;600;537,3;
12.04.23;12.04.23;ke;-0,62 %;23 303;7 566;0;826;31 695;37 786;-1 660;660;450;125;100;;1 335;33 030;500;1 820;13 349;7 334;14 783;20 683;2 320;4 920;;;;;;;;30 710;789,0;1671,0;0,2 %;48;-57,36 %;58,2 %;;;;;;;;;;;763;600;537,95;
13.04.23;13.04.23;to;0,61 %;23 436;7 628;0;824;31 888;37 815;-1 689;660;100;125;100;;985;32 873;529;1 820;13 349;7 334;14 783;20 683;2 349;4 920;;;;;;;;30 524;789,0;2021,0;0,8 %;241;-56,41 %;58,2 %;;;;;;;;;;;764;600;538,6;
14.04.23;14.04.23;pe;1,40 %;23 652;7 858;0;826;32 336;37 891;-1 765;660;100;125;100;;985;33 321;605;1 820;13 349;7 334;14 783;20 683;2 425;4 920;;;;;;;;30 896;789,0;2021,0;2,1 %;689;-54,24 %;58,2 %;;;;;;;;;;;765;600;539,25;
17.04.23;17.04.23;MA;-1,33 %;23 351;7 730;0;826;31 907;37 891;-1 765;660;100;125;100;;985;32 892;605;1 820;13 349;7 334;14 783;20 683;2 425;4 920;;;;;;;;30 467;789,0;2021,0;0,8 %;260;-56,32 %;58,2 %;;;;;;;;;;;766;600;539,9;
18.04.23;18.04.23;ti;1,05 %;23 552;7 859;0;832;32 243;37 984;-1 978;540;100;125;94;;859;33 102;698;1 820;13 349;7 334;14 783;20 683;2 518;5 100;;;;;;;;30 584;789,0;2147,0;1,8 %;596;-54,69 %;65,8 %;;;;;;;;;;;767;600;540,55;
19.04.23;19.04.23;ke;0,39 %;23 655;7 883;0;832;32 370;38 074;-2 132;476;100;125;94;;795;33 165;788;1 820;13 349;7 334;14 783;20 683;2 608;5 100;;Käytiin elokuvissa Aftersun.;;;;;;30 557;789,0;2211,0;2,2 %;723;-54,08 %;69,9 %;;;;;;;;;;;768;600;541,2;
20.04.23;20.04.23;to;0,27 %;23 720;7 908;0;828;32 456;38 109;-2 167;476;100;125;94;;795;33 251;823;1 820;13 349;7 334;14 783;20 683;2 643;5 100;;;;;;;;30 608;789,0;2211,0;2,5 %;809;-53,67 %;69,9 %;;;;;;;;;;;769;600;541,85;
21.04.23;21.04.23;pe;-0,21 %;23 680;7 880;0;828;32 388;38 765;-2 823;476;100;125;94;;795;33 183;1 479;1 820;13 349;7 334;14 783;20 683;3 299;5 100;;Maksoin Aurinkomatkat 600 ennakkoa. Elisalle 10 bussilippua 27€.;;;;;;29 884;789,0;2211,0;2,3 %;741;-54,00 %;69,9 %;;;;;;;;;;;770;600;542,5;
24.04.23;24.04.23;MA;-9,47 %;23 710;4 786;0;826;29 322;38 849;-3 082;301;100;125;94;;620;29 942;1 607;1 776;13 349;7 334;14 783;20 683;3 383;5 100;;;;Myynti Nordea 300@10,472€ yht.3135€;;;;26 559;789,0;2386,0;-7,9 %;-2 325;-70,10 %;80,9 %;;;;;;;;;;;771;600;543,15;
25.04.23;25.04.23;ti;-1,18 %;23 441;4 712;0;824;28 977;38 849;-1 598;1 785;100;125;94;;2 104;31 081;1 607;1 776;13 349;7 334;14 783;20 683;3 383;5 100;;Isä ja äiti 1500€ tyttöjen kisamatkan lentolippoihin.;;;;;;27 698;789,0;902,0;-9,2 %;-2 670;-72,12 %;-13,0 %;;;;;;;;;;;772;600;543,8;
